id,number,artist,title,genre,year,artwork_path
2992,CD 17 5,Joe Jackson,Real men,,1982,
2993,CD 17 6,George Michael,Careless whisper,,1984,
2994,CD 17 7,Genesis,Mama,,1983,
2995,CD 17 8,Alice Cooper,How you gonna see me now,,1979,
2996,CD 17 9,Boomtown Rats,I don't like mondays,,1979,
2997,CD 17 10,Derek & the Dominos,Layla,,1970,
2998,CD 17 11,Black Sabbath,Paranoid,,1970,
2999,CD 17 12,Golden Earring,Twilight Zone,,1982,
3000,CD 17 13,Nena,99 Luftballons,,1983,
3001,CD 17 14,Klein Orkest,Over de Muur,,1984,
3002,CD 18 1,Golden Earring,Radar love,,1973,
3003,CD 18 2,"Police, the",Roxanne,,1978,
3004,CD 18 3,Status Quo,Roll over lay down,,1973,
3005,CD 18 4,Kiss,I was made for loving you,,1979,
3006,CD 18 5,Prince,1999,,1982,
3007,CD 18 6,Foreigner,I want to know what love is,,1984,
3008,CD 18 7,Elton John,Nikita,,1985,
3009,CD 18 8,Procol Harum,A whiter shade of pale,,1967,
3010,CD 18 9,10 CC,Dreadlock Holiday,,1978,
3011,CD 18 10,Santana,She's not there,,1978,
3012,CD 18 11,Jimi Hendrix,Hey Joe,,1968,
3013,CD 18 12,Alice Cooper,Halo of flies,,1971,
3014,CD 18 13,Joe Cocker,With a little help from my friends,,1968,
3015,CD 18 14,Normaal,Oerend hard,,1980,
3016,CD 19 1,Eagles,One of these nights,,1975,
3017,CD 19 2,BTO Bachman-Turner Overdrive,You ain't seen nothing yet,,1979,
3018,CD 19 3,Toto,Africa,,1982,
3019,CD 19 4,Santana,Samba Pa Ti,,1970,
3020,CD 19 5,Wham!,Young Guns (go for it),,1982,
3021,CD 19 6,Kansas,Dust in the wind,,1978,
3022,CD 19 7,Vandenberg,Burning heart,,1982,
3023,CD 19 8,"Manhattans, the",Kiss and say goodbye,,1976,
3024,CD 19 9,Golden Earring,When the lady smiles,,1984,
3025,CD 19 10,Lou Reed,Walk on the wild side,,1973,
3026,CD 19 11,Fleetwood Mac,Need your love so bad,,1969,
3027,CD 19 12,Nazareth,Love hurts,,1975,
3028,CD 19 13,10 CC,I'm not in love,,1975,
3029,CD 19 14,Status Quo,Down down,,1975,
3030,CD 19 15,John Miles,Music,,1976,
3031,CD 19 16,Rainbow,All night long,,1980,
3032,CD 20 1,Kylie Minogue & Jason Donovan,Especially for you,,1989,
3033,CD 20 2,Dan Hill & Vonda Shepard,Can't we try,,1987,
3034,CD 20 3,Elton John & Kiki Dee,Don't go breaking my heart,,1976,
3035,CD 20 4,Demis Roussos & Florence Warner,Lost in love,,1980,
3036,CD 20 5,Elaine Paige & Barbara Dickson,I know him so well,Musical Chess,1985,
3037,CD 20 6,Captain & Tennille,You need a woman tonight,,1979,
3038,CD 20 7,Frank Sinatra & Nancy Sinatra,Somethin' stupid,,1967,
3039,CD 20 8,Astrud Gilberto & Ron Last (James Last?),Listen to your heart,,1987,
3040,CD 20 9,Barry & Eileen,If you go,,1975,
3041,CD 20 10,Lori Spee & Gary Brooker,Two fools in love,,1986,
3042,CD 20 11,Justian & Mandy,More than I can say,,1989,
3043,CD 20 12,Johnny Mathis & Deniece Williams,"Too much, too little, too late",,1978,
3044,CD 20 13,David Grant & Jaki Graham,Could it be I'm falling in love,,1985,
3045,CD 20 14,Alexander O'Neil & Cherelle,Never knew love like this,,1988,
3046,CD 20 15,Luther Vandross & Gregory Hines,There's nothing better than love,,1986,
3047,CD 20 16,Nicole & Timmy Thomas,New York eyes,,1985,
3048,CD 20 17,Glenn Medeiros & Elsa,Un Roman d'amitié (you give me a reason),,1988,
3049,CD 20 18,Ellen Foley & Jimmy Hall,The time is now,,1980,
3050,CD 20 19,Joe Jackson & Elaine Caswell,Happy ending,,1984,
3051,CD 21 1,Leo Sayer,When I need you,,1977,
3052,CD 21 2,Cliff Richard,Miss you nights,,1976,
3053,CD 21 3,David McWilliams,Can I get there by candlelight,,1967,
3054,CD 21 4,Dr Hook,A little bit more,,1976,
3055,CD 21 5,Billy Ocean,There'll be sad songs (to make you cry),,1986,
3056,CD 21 6,Peabo Bryson & Roberta Flack,"Tonight, I celebrate my love for you",,1983,
3057,CD 21 7,Crystal Gayle,Don't it make my brown eyes blue,,1979,
3058,CD 21 8,Anne Murray,You needed me,,1978,
3059,CD 21 9,Mary MacGregor,Torn between two lovers,,1977,
3060,CD 21 10,Olivia Newton-John,Sam,,1976,
3061,CD 21 11,Peter Sarstedt,Where do you go to my lovely?,,1969,
3062,CD 21 12,Peter & Gordon,True love ways,,1965,
3063,CD 21 13,Gilbert O'Sullivan,Alone again (naturally),,1972,
3064,CD 22 1,Roxette,It must have been love,,1990,
3065,CD 22 2,Kim Appleby,Don't worry,,1990,
3066,CD 22 3,Richard Marx,Right here waiting,,1989,
3067,CD 22 4,Wilson Phillips,Hold on,,1990,
3068,CD 22 5,Dusty Springfield,In private,,1989,
3069,CD 22 6,John Lennon,Woman,,1980,
3070,CD 22 7,Crowded House,Don't dream it's over,,1986,
3071,CD 22 8,John Waite,Missing you,,1984,
3072,CD 22 9,M.C. Hammer,Have you seen her,,1990,
3073,CD 22 10,Tina Turner,I don't want to lose you,,1989,
3074,CD 22 11,Marillion,Kayleigh,,1985,
3075,CD 22 12,Vixen,Cryin',,1988,
3076,CD 22 13,Climie Fisher,Love changes (everything),,1987,
3077,CD 22 14,Minnie Riperton,Lovin' you,,1975,
3078,CD 22 15,Diana Ross,Chain reaction,,1985,
3079,CD 22 16,Cliff Richard,Miss you nights,,1976,
3080,CD 23 1,Jaap Eggermont,Theme free and easy,Instrumentaal 'Genieten',1993,
3081,CD 23 17,Jaap Eggermont,Theme free and easy (reprise),Instrumentaal 'Genieten',1993,
3082,CD 23 2,Gloria Estefan,Anything for you,,1989,
3083,CD 23 3,Billy Paul,Me and Mrs. Jones,,1973,
3084,CD 23 4,Celine Dion,Where does my heart beat now,,1991,
3085,CD 23 5,Ten Sharp,You,,1991,
3086,CD 23 6,Cyndi Lauper,Time after time,,1984,
3087,CD 23 7,"Manhattans, the",Kiss and say goodbye,,1976,
3088,CD 23 8,"Earth, Wind & Fire",Fantasy,,1978,
3089,CD 23 9,Don Johnson,Tell it like it is,,1989,
3090,CD 23 10,Neil Diamond,Heartlight,,1982,
3091,CD 23 11,Johnny Logan,What's another year,Engels Songfestival # 1 Ierland,1980,
3092,CD 23 12,Lou Rawls,Lady love,,1995,
3093,CD 23 13,Willie Nelson,Always on my mind,,1984,
3094,CD 23 14,Charlie Rich,The most beautiful girl,,1974,
3095,CD 23 15,Albert Hammond,When I need you,,1986,
3096,CD 23 16,Toto,Stop loving you,,1988,
3097,CD 24 1,Stevie B.,Because I love you,,1991,
3098,CD 24 2,"Chimes, the",I still haven't found,,1990,
3099,CD 24 3,DNA ft. Suzanne Vega,Tom's dinner,,1990,
3100,CD 24 4,Beats International,Dub be good to me,,1990,
3101,CD 24 5,En Vogue,Hold on,,1990,
3102,CD 24 6,God's gift,Love to see you cry,,1991,
3103,CD 24 7,L.A. Mix,Coming back for more,,1990,
3104,CD 24 8,Intelligent Hoodlum,Back to reality,,1990,
3105,CD 24 9,Too Short,The ghetto,,1990,
3106,CD 24 10,Dina Carroll,Walk on by,,1990,
3107,CD 24 11,Oscare,What's going on,,1991,
3108,CD 24 12,Massivo ft. Tracy,Loving you,,1990,
3109,CD 24 13,Bomb the Bass ft. Maureen,Say a little prayer,,1989,
3110,CD 24 14,Innocence,A matter of fact,,1990,
3111,CD 24 15,Al B. Sure !,Nite and day,,1988,
3112,CD 24 16,Babyface,Lovers,,1986,
3113,CD 24 17,Johnny Gill,Half crazy,,1985,
3114,CD 24 18,Prince,When 2 R in love,,1987,
3115,CD 25 1 ,Nog één kans,Vera Mann,RTV Vrouwenvleugel,1993,
3117,CD 25 2,Danny de Munk,Vrienden voor het leven,RTV Vrienden voor het leven,1991,
3118,CD 25 3,Robert Strating,Maladie d'Amour,RTV Medisch Centrum West,1988,
3119,CD 25 4,Lisa Boray & Louis de Vries,"Goede tijden, slechte tijden","RTV Goede tijden, slechte tijden",1991,
3120,CD 25 5,Ron Brandsteder,Engelen bestaan niet,RTV Honeymoon quiz,1987,
3121,CD 25 6,"Paul Natte Band, the",In de Vlaamsche Pot,RTV In de Vlaamsche Pot,1993,
3122,CD 25 7,Bas Muijs mmv. koor en orkest Paul Natte,All you need is love,RTV All you need is love,1993,
3123,CD 25 8,Marco Borsato,Het zal je maar gebeuren,RTV The Soundmixshow,1993,
3124,CD 25 9,"Paul Natte Band, the",Medley van TV-tunes,"RTV Prijzenslag, Hitbingo, Wedden dat",1993,
3125,CD 25 10,Sonny Moreno,De Vakantieman,RTV De Vakantieman,1993,
3126,CD 25 11,Hans Vermeulen & Omar Dupree,A wedding day,RTV Love letters,1991,
3127,CD 25 12,Hans van Eijck,Vrouwenvleugel,RTV Vrouwenvleugel,1993,
3128,CD 25 13,"Session Singers, the","Ob-la-di, Ob-la-da",RTV Life goes on,1993,
3129,CD 25 14,Henny Huisman,Met z'n allen,RTV Mini Playbackshow,1990,
3130,CD 25 15,"Rein van den Broek Collection, the",Saturday night and sunday morning,RTV Barend en van Dorp,1992,
3131,CD 25 16,Edward Reekers,De reis van je leven,RTV De reis van je leven,1993,
3132,CD 25 17,Peter Jan Rens,Geef nooit op,RTV Geef nooit op,1991,
3133,CD 25 18,"Hans van Eijck Project, the",Theme from Spijkerhoek,RTV Spijkerhoek,1993,
3134,CD 26 1,"Stars Unlimited Singers, the",I can't stop loving you,,2022,
3135,CD 26 2,"Allen Toussaint Orchestra, the",The Batman theme,Instrumentaal,2022,
3136,CD 26 3,Fausyo Papetti,The shadow of your smile,Instrumentaal,2022,
3137,CD 26 4,Los Paraguayos,Bamboleo,,2022,
3138,CD 26 5,Lloyd Lester,Sleep Shores,Instrumentaal,2022,
3139,CD 26 6,Flowerpot Men,Let's go to San Francisco,,1967,
3140,CD 26 7,"Star Unlimited Singers, the",Do that to me one more time,,2022,
3141,CD 26 8,Timi Yuro,Hurt,,1981,
3142,CD 26 9,Les Compagnons d'Accordeon,Can Can,Instrumentaal,1952,
3143,CD 26 10,Brian Green's dixie kings,Down by the riverside,Instrumentaal Dixie,2022,
3144,CD 26 11,Del Shannon,Runaway (the from Crime Story),Film,1961,
3145,CD 26 12,Dimitri Dorakis,Memory,Musical Cats,2022,
3146,CD 26 13,John Lee Hooker,Boom Boom,,2022,
3147,CD 26 14,Trini Lopez,This land is your land,,1963,
3148,CD 26 15,Antonio Rodrigues,Malaguena,,2022,
3149,CD 26 16,Die Tiroler Blasmusikanten,Wien bleibt Wien,Instrumentaal,2022,
3150,CD 26 17,"London Studio Orchestra, the",Rivers of Babylon,Instrumentaal,2022,
3151,CD 26 18,Little Johnny,A thing called love,,2022,
3152,CD 26 19,"Everly Brothers, the","Bye, bye love",,1957,
3153,CD 26 20,Sax Company,Surfin' USA,Instrumentaal,2022,
3154,CD 26 21,"Stars Unlimited Singers, the",Endless love,,2022,
3155,CD 26 22,"Allen Toussaint Orchestra, the",Licence to kill,Film,2022,
3156,CD 27 1,Soft Cell,Tainted love,,1981,
3157,CD 27 2,Jimmy Cliff,Reggae night,,1983,
3158,CD 27 3,Sheila E.,A love bizarre,,1985,
3159,CD 27 4,Sister Sledge,Lost in music,,1979,
3160,CD 27 5,Wild Cherry,Play that funky music,,1976,
3161,CD 27 6,Chic,Le freak,,1978,
3162,CD 27 7,James Brown,"(Get up, I feel like being a) Sex Machine",,1970,
3163,CD 27 8,Prince,1999,,1982,
3164,CD 27 9,Kool & the Gang,Celebration,,1980,
3165,CD 27 10,Aretha Franklin,Think,,1980,
3166,CD 27 11,Karen Young,Hot Shot,,1978,
3167,CD 27 12,Dan Hartman,Relight my fire,,1979,
3168,CD 27 13,Patrick Hernandez,Born to be alive,,1979,
3169,CD 27 14,"Trammps, the",Shout,,1976,
3170,CD 27 15,"Weather Girls, the",It's raining men,,1982,
3171,CD 27 16,Modern Romance,Everybody Salsa,,1981,
3172,CD 27 17,Grease Megamix,Grease Megamix,,1990,
3173,CD 27 18,Noodweer,In de disco,Nederlands,1983,
3174,CD 28 1,Oleta Adams,Window of hope,,1993,
3175,CD 28 2,Jon Secada,Just another day,,1992,
3176,CD 28 3,Gloria Estefan,Oye mi canto (hear my voice),,1989,
3177,CD 28 4,Julien Clerc,Hélène,Frans,1987,
3178,CD 28 5,Bill Withers,Lovely day,,1988,
3179,CD 28 6,Incognito,Don't you worry 'bout a thing,,1992,
3180,CD 28 7,Bitty McLean,It keeps raining (tears from my eyes),,1993,
3181,CD 28 8,Vanessa Paradis,Be my baby,,1992,
3182,CD 28 9,Julio Iglesias,Milonga (medley),,1992,
3183,CD 28 10,"Radios, the",SOS to an angel (Dr. Robert mix),,1993,
3184,CD 28 11,Wet Wet Wet,Sweet Surrender,,1989,
3185,CD 28 12,Toto,Mushanga,,1988,
3186,CD 28 13,Roots Syndicate,Mockin' bird hill,,1993,
3187,CD 28 14,Soulsister,The way to your heart,,1988,
3188,CD 28 15,Gipsy Kings,Baila me,,1991,
3189,CD 29 1,Jody's Kids (Jody Pijper),Sesamstraat,RTV,2022,
3190,CD 29 2,Jody's Kids (Jody Pijper),Bart is boos,RTV,2022,
3191,CD 29 3,Jody's Kids (Jody Pijper),Als ik later groot ben,RTV,2022,
3192,CD 29 4,Jody's Kids (Jody Pijper),Samson,RTV,2022,
3193,CD 29 5,Jody's Kids (Jody Pijper),Ik heb zo waanzinnig gedroomd,RTV,2022,
3194,CD 29 6,Jody's Kids (Jody Pijper),Lettertjes,RTV,2022,
3195,CD 29 7,Jody's Kids (Jody Pijper),Stuntelkampioen,RTV,2022,
3196,CD 29 8,Jody's Kids (Jody Pijper),Spetter Pieter Pater (Alfred J. Kwak),RTV,2022,
3197,CD 29 9,Jody's Kids (Jody Pijper),Op een onbewoond eiland,RTV,2022,
3198,CD 29 10,Jody's Kids (Jody Pijper),Het grote mijnheer Kaktus lied,RTV,2022,
3199,CD 29 11,Jody's Kids (Jody Pijper),Als ik de baas zou zijn van het journaal,RTV,2022,
3200,CD 29 12,Jody's Kids (Jody Pijper),Met z'n allen,RTV,2022,
3201,CD 29 13,Jody's Kids (Jody Pijper),Kindertranen,RTV,2022,
3202,CD 30 1,Johnny Ray,Just walking in the rain,,1956,
3203,CD 30 2,"Tremeloes, the",Silence is golden,,1967,
3204,CD 30 3,Percy Sledge,When a man loves a woman,,1966,
3205,CD 30 4,"Platters, the",The great pretender,,1957,
3206,CD 30 5,Timi Yuro,Hurt,,1981,
3207,CD 30 6,Ben E King,Stand by me,,1961,
3208,CD 30 7,Neil Sedaka,Solitaire,,1972,
3209,CD 30 8,Pat Boone,Love letters in the sand,,1957,
3210,CD 30 9,Freddy Fender,Wasted days and wasted nights,,1975,
3211,CD 30 10,"Drifters, the",Spanish Harlem,,1960,
3212,CD 30 11,Bobby Vee,More than  can say,,1961,
3213,CD 30 12,"Platters, the",Only you,,1957,
3214,CD 30 13,Neil Sedaka,Oh! Carol,,1960,
3215,CD 30 14,"Fortunes, the",You've got your troubles,,1965,
3216,CD 30 15,"Love Affair, the",Everlasting love,,1968,
3217,CD 30 16,Willie Nelson,So will you my love,,2022,
3218,CD 31 1,Waite/Philips/Harms,Doe wat je wil (Time stood still),Reclame Heineken,1995,
3219,CD 31 2,Brown Wilson,"Juli, July (Brother Louie)",Reclame Heineken,1995,
3220,CD 31 3,Vandenberg,Najaarszon (Burning heart),Reclame Heineken,1995,
3221,CD 31 4,Tempest,De zon in de winter (The final countdown),Reclame Heineken,1995,
3222,CD 32 1,Take That,Never forget,,1995,
3223,CD 32 2,Arno Kolenbrander,Why God why,Musical Miss Saigon,1995,
3224,CD 32 3,Adiemus,Adiemus,Reclame Delta airlines,1995,
3225,CD 32 4,Snap ft. Summer,The world in my hands,,1995,
3226,CD 32 5,Shaggy,Boombastic,,1995,
3227,CD 32 6,Tokyo ghetto pussy,I kiss your lips,,1995,
3228,CD 32 7,Double Vision,Knockin' ,,1995,
3229,CD 32 8,Dj Paul Alstak,Rainbow in the sky,,1995,
3230,CD 32 9,Charly Lownoise & Mental Theo,Stars,,1995,
3231,CD 32 10,CJ Lewis,R to the A,,1995,
3232,CD 32 11,Sin with Sebastian,Shut up (and sleep with me),,1995,
3233,CD 32 12,Lenny Kravitz,Rock and roll is dead,,1995,
3234,CD 32 13,Paul Weller,You do something to me,,1995,
3235,CD 32 14,Clouseau,Zie me graag,Nederlands,1995,
3236,CD 32 15,Guus Meeuwis & Vagant,Het is een nacht.... (levensecht) live version,Nederlands,1995,
3237,CD 32 16,BZN,Santo Domingo,,1995,
3238,CD 32 17,C'est Tout mmv. Anthonius Hapt,De tandenborstel-jive (Please Sir),Nederlands,1995,
3239,CD 32 18,André Rieu,Strauss Party,Instrumentaal,1995,
3240,CD 32 19,Höllenboer,Het busje komt zo,Nederlands,1995,
3241,CD 33 1,Snowy White,Bird of Paradise,,1983,
3242,CD 33 2,Diana Ross,When you tell me that you love me,,1991,
3243,CD 33 3,Richard Marx,Right here waiting,,1989,
3244,CD 33 4,Minnie Riperton,Lovin' you,,1975,
3245,CD 33 5,Stephen Bishop,On and on,,1976,
3246,CD 33 6,Gloria Estefan,I see your smile,,1992,
3247,CD 33 7,Daryl Hall,"Stop loving me, stop loving you",,1993,
3248,CD 33 8,Sade,No ordinary love,,1992,
3249,CD 33 9,Kenny G.,Songbird,Instrumentaal,1986,
3250,CD 33 10,Natalie Cole,Miss you like crazy,,1989,
3251,CD 33 11,Robbie Robertson,Somewhere down the crazy river,,1987,
3252,CD 33 12,Bonnie Raitt,I can't make you love me,,1991,
3253,CD 33 13,Magna Carta,Airport song,,1991,
3254,CD 33 14,Wendy Matthews,The day you went away,,1992,
3255,CD 33 15,Neil Diamond,Love on the rocks,,1980,
3256,CD 33 16,Marilyn Martin,Move closer,,1986,
3257,CD 33 17,Christopher Cross,Sailing,,1979,
3258,CD 33 18,Oleta Adams,I just had to hear your voice,,1993,
3259,CD 34 1,Barry Ryan,Eloise,,1968,
3260,CD 34 2,Lovin' Spoonful,Summer in the city,,1966,
3261,CD 34 3,Peter Skellern,You're a lady,,1972,
3262,CD 34 4,Gloria Gaynor,Reach out (I'll be there),,1975,
3263,CD 34 5,"Fortunes, the",Here it comes again,,1965,
3264,CD 34 6,Zen,Hair,Musical Hair,1969,
3265,CD 34 7,"Marbles, the",Only one woman,,1968,
3266,CD 34 8,Melanie,Ruby Tuesday,,1970,
3267,CD 34 9,10CC,I'm not in love,,1975,
3268,CD 34 10,Dave Berry,This strange effect,,1965,
3269,CD 34 11,Earth & Fire,Memories,,1972,
3270,CD 34 12,Rod Stewart,Maggie May,,1971,
3271,CD 34 13,"New Seekers, the","Beg, steal or borrow",,1972,
3272,CD 34 14,"Turtles, the",Happy together,,1967,
3273,CD 34 15,Sandy Coast,True love that's a wonder,,1971,
3274,CD 34 16,Tim Hardin,How can we hang on to a dream,,1967,
3275,CD 34 17,"Stylistics, the",Can't give you anything (but my love),,1975,
3276,CD 34 18,Ekseption,Air,,1969,
3277,CD 34 19,Aphrodites Child,Rain and tears,,1968,
3278,CD 34 20,Slade,Coz I love you,,1971,
3279,CD 35 1,"Four Tops, the",If I were a carpenter,,1967,
3280,CD 35 2,Sam the Sam & the Pharaohs,Wooly Bully,,1965,
3281,CD 35 3,"Dave Dee, Dozy, Beaky, Mick & Tich",Legend of Xanadu,,1968,
3282,CD 35 4,Smokey Robinson & the Miracles,The tears of a clown,,1967,
3283,CD 35 5,"Moody Blues, the",Question,,1970,
3284,CD 35 6,Mary Hopkin,Those were the days,,1968,
3285,CD 35 7,"Troggs, the",Wild thing,,1966,
3286,CD 35 8,"Casuals, the",Jesamine,,1968,
3287,CD 35 9,"Crazy world of Arthur Brown, the",FIRE,,1968,
3288,CD 35 10,"Righteous Brothers, the",Unchained melody,,1965,
3289,CD 35 11,"Temptations, the",Papa was a rollin' stone,,1972,
3290,CD 35 12,Bobby Hebb,Sunny,,1966,
3291,CD 35 13,"Shoes, the",Na na na,,1968,
3292,CD 35 14,Engelbert Humperdinck,Release me,,1967,
3293,CD 35 15,"Rubettes, the",Sugar baby love,,1974,
3294,CD 35 16,"Walker Brothers, the",The sun ain't gonna shine anymore,,1966,
3295,CD 35 17,Dusty Springfield,Son of a preacherman,,1968,
3296,CD 35 18,Tom Jones,Green green grass of home,,1966,
3297,CD 36 1 1,Gloria Estefan,Oye mi canto,,1989,
3298,CD 36 1 2,Celine Dion,Where does my heart beat now,,1990,
3299,CD 36 1 3,Dee C Lee,See the day,,1986,
3300,CD 36 1 4,Nathalie Cole,Where's your angel?,,1983,
3301,CD 36 1 5,Mathilde Santing,Lonely at the top,,1993,
3302,CD 36 1 6,Janis Ian,The other side of the sun,,1979,
3303,CD 36 1 7,Linda Martin,Why me?,Engels Songfestival # 1 Ierland,1992,
3304,CD 36 1 8,Regina Belle,Show me the way,,1987,
3305,CD 36 1 9,Dolly Parton,Put a little love in your heart,,1993,
3306,CD 36 1 10,Gladys Knight & the Pips,Hero aka wind beneath my wings,,1983,
3307,CD 36 1 11,Patricia Kaas,Une Derniere semaine a New York,Frans,1990,
3308,CD 36 1 12,Margriet Eshuys,Black Pearl,,1981,
3309,CD 36 1 13,Bonnie Tyler,Total eclipse of the heart,,1982,
3310,CD 36 1 14,Jennifer Rush,Destiny,,1985,
3311,CD 36 1 15,Ellen Foley,We belong to the night,,1979,
3312,CD 36 2 1,Neil Diamond,Let me take you in my arms again,,1977,
3313,CD 36 2 2,John Paul Young,Love is in the air,,1992,
3314,CD 36 2 3,Daryl Hall,Stop loving me stop loving you,,1993,
3315,CD 36 2 4,Ray Charles,Over the top,,1988,
3316,CD 36 2 5,Philip Bailey,Walking on the Chinese Wall,,1984,
3317,CD 36 2 6,Meat Loaf,Two out of three ain't bad,,1977,
3318,CD 36 2 7,Lou Rawls,See you when I get there,,1977,
3319,CD 36 2 8,Jimmy Cliff,Reggae night (special version),,1983,
3320,CD 36 2 9,Dan Hartman,Relight my fire,,1979,
3321,CD 36 2 10,Trey Lorenz,Someone to hold,,1992,
3322,CD 36 2 11,Cock Robin,Just around the corner,,1987,
3323,CD 36 2 12,Peabo Bryson,Lost in the night,,1991,
3324,CD 36 2 13,Bill Withers,Ain't no sunshine (the eclipse mix),,1988,
3325,CD 36 2 14,Dan Fogelberg,Longer,,1979,
3326,CD 36 2 15,Maurice White,Stand by me,,1985,
3327,CD 37 3 1,Paradiso,Bailando,,1996,
3328,CD 37 3 2,2 Unlimited,Let the beat control your body (Rio mix),,1994,
3329,CD 37 3 3,June Lodge,More than I can say,,1982,
3330,CD 37 3 4,Gibson Brothers,Que sera mi vida,,1980,
3331,CD 37 3 5,"Surfers, the",Windsurfing,,1978,
3332,CD 37 3 6,TNN,Marchina,,1993,
3333,CD 37 3 7,Gary Low,La Colegiala,,1984,
3334,CD 37 3 8,Heavy D & the Boyz,Now that we found love,,1991,
3335,CD 37 3 9,Righeira,No tengo dinero,,1984,
3336,CD 37 3 10,Stretch,Why did you do it,,1976,
3337,CD 37 3 11,Whigfield,Think of you,,1995,
3338,CD 37 3 12,Santa Esmeralda,Don't let me be misunderstood,,1977,
3339,CD 37 3 13,Fun Fun,Baila Bolero,,1987,
3340,CD 37 3 14,Los Reyes,Chibili ben ben,,1992,
3341,CD 37 3 15,La Bionda,"One for you, one for me",,1978,
3342,CD 37 3 16,Double Vision,Knockin',,1995,
3343,CD 37 3 17,Dj Dero,Batacuda,,1993,
3344,CD 37 3 18,Armadillo,Onde esta Maria?,,1993,
3345,CD 37 3 19,Viola Wills,If you could read my mind,,1981,
3346,CD 37 3 20,Tag Team,Whoomp,,1994,
3347,CD 37 3 21,First Class,Beach baby,,1974,
3348,CD 37 3 22,Lou & Hollywood Bananas,Kingston Kingston,,1979,
3349,CD 37 3 23,Azoto,San Salvador,,1981,
3350,CD 37 3 24,Captain Gumbo,Allons a Lafayette,Frans,1991,
3351,CD 37 3 25,Maywood,Rio,,1981,
3352,CD 37 1 1,Righeira,Vamos a la playa,,1983,
3353,CD 37 1 2,Desireless,"Voyage, voyage",,1987,
3354,CD 37 1 3,Paradisio,Bandolero,,1996,
3355,CD 37 1 4,June Lodge & prince Mohammed,Someone loves you honey,,1982,
3356,CD 37 1 5,Dj Jazzy Jeff & the Fresh prince,Summertime,,1991,
3357,CD 37 1 6,Bert Heerink,Julie July,,1995,
3358,CD 37 1 7,TNN,La Cucamarcha,,1994,
3359,CD 37 1 8,Francesco Napoli,Balla balla,,1987,
3360,CD 37 1 9,Gibson Brothers,Cuba,,1979,
3361,CD 37 1 10,Sabrina,"Boys, boys, boys",,1987,
3362,CD 37 1 11,Duke,So in love with you,,1995,
3363,CD 37 1 12,Fun Fun,Colour my love,,1984,
3364,CD 37 1 13,Arrow,"Hot, hot, hot",,1982,
3365,CD 37 1 14,Ryan Paris,Dolce Vita,,1983,
3366,CD 37 1 15,MC Miker G. & Dj Sven,Holiday Rap,,1986,
3367,CD 37 1 16,Mystic,Ritmo de la Noche,,1990,
3368,CD 37 1 17,10 CC,Dreadlock holiday (live),,1978,
3369,CD 37 1 18,"Good Men & Klatsch, the",Give it up,,1993,
3370,CD 37 1 19,Michael Zager Band,Let's all chant,,1978,
3371,CD 37 1 20,Whigfield,Saterday night,,1994,
3372,CD 37 1 21,Osibisa,The coffee song,,1976,
3373,CD 37 1 22,Tight Fit,The lion sleeps tonight,,1982,
3374,CD 37 1 23,Rumba Tres,Baila mi runba,,1991,
3375,CD 37 1 24,Livin' Joy,Don't stop the music,,1996,
3376,CD 37 1 25,Toni Esposito,Kalimba de luna,,1984,
3377,CD 37 2 1,Shaggy,Oh Carolina,,1993,
3378,CD 37 2 2,Mighty dub Kats & Fatboy Slim,Magic carpet ride,,1995,
3379,CD 37 2 3,Les Humphries Singers,Mexico,,1972,
3380,CD 37 2 4,Michaela,La Isla Bonita,,1987,
3381,CD 37 2 5,Los Del Mar,Macarena,,1993,
3382,CD 37 2 6,BFI,Why not jazz,,1992,
3383,CD 37 2 7,Clubhouse,Do it again,,1983,
3384,CD 37 2 8,Rozella,Everybody's free,,1991,
